person_age,person_income,loan_amnt,loan_int_rate,loan_status,PD,Exposure,LGD,Expected_Loss,Loan_Grade
22,26500,1900,7.29,1,0.71,1900,0.45,607.0500000000001,A
24,32000,1900,13.49,0,0.015,1900,0.45,12.825,C
23,30000,1925,12.18,0,0.035,1925,0.45,30.31875000000001,B
25,42000,1925,6.17,0,0.03,1925,0.45,25.9875,A
23,16800,1950,10.37,0,0.045,1950,0.45,39.487500000000004,B
22,28880,2000,8.59,0,0.06,2000,0.45,54.0,A
24,31200,1950,13.11,0,0.025,1950,0.45,21.937500000000004,C
24,28900,5500,12.98,0,0.065,5500,0.45,160.875,C
24,28932,10000,10.99,0,0.3,10000,0.45,1350.0,C
24,10000,2000,10.25,1,0.97,2000,0.45,873.0,B
23,28989,10000,8.0,0,0.25,10000,0.45,1125.0,A
23,12000,2000,7.74,1,0.835,2000,0.45,751.5,A
25,12000,2000,11.89,1,0.985,2000,0.45,886.5,B
21,14000,2000,10.99,0,0.05,2000,0.45,45.00000000000001,A
23,29000,11500,7.9,0,0.07,11500,0.45,362.25000000000006,A
24,14400,2000,10.65,0,0.03,2000,0.45,27.0,B
26,14400,2000,17.49,1,0.985,2000,0.45,886.5,D
21,29000,4200,11.99,0,0.1,4200,0.45,189.00000000000003,B
26,14400,2000,10.37,0,0.065,2000,0.45,58.5,B
21,14400,2000,5.79,0,0.16,2000,0.45,144.00000000000003,A
26,29000,7200,8.49,0,0.045,7200,0.45,145.8,A
26,14400,2000,15.58,1,0.97,2000,0.45,873.0,D
25,15000,2000,7.88,0,0.015,2000,0.45,13.5,A
21,15600,2000,7.9,0,0.06,2000,0.45,54.0,A
24,15915,2000,15.05,1,0.98,2000,0.45,882.0,D
25,15996,2000,13.48,0,0.06,2000,0.45,54.0,C
25,18000,2000,7.51,1,0.645,2000,0.45,580.5,A
23,18000,2000,14.79,0,0.185,2000,0.45,166.5,C
21,18000,2000,5.42,0,0.225,2000,0.45,202.5,A
26,18000,2000,13.3,1,0.9,2000,0.45,810.0,D
22,19176,2000,14.22,0,0.145,2000,0.45,130.5,C
24,29000,20000,10.62,0,0.17,20000,0.45,1530.0000000000002,B
24,19200,2000,13.49,0,0.1,2000,0.45,90.00000000000001,C
23,19200,2000,10.59,0,0.055,2000,0.45,49.5,B
26,19200,2000,6.17,0,0.075,2000,0.45,67.5,A
22,19728,2000,7.49,0,0.105,2000,0.45,94.5,A
21,20000,2000,10.99,0,0.1,2000,0.45,90.00000000000001,A
26,20004,2000,8.59,1,0.175,2000,0.45,157.5,A
23,29004,6000,11.99,0,0.05,6000,0.45,135.00000000000003,B
22,29004,5000,9.25,0,0.005,5000,0.45,11.250000000000002,B
22,29004,2500,6.91,0,0.02,2500,0.45,22.500000000000004,A
22,21000,2000,14.22,0,0.045,2000,0.45,40.5,C
23,29004,2000,13.16,0,0.015,2000,0.45,13.5,C
21,21600,2000,11.71,1,0.345,2000,0.45,310.5,B
22,21600,2000,16.89,1,0.98,2000,0.45,882.0,D
23,22000,2000,13.99,0,0.14,2000,0.45,126.00000000000003,C
22,22000,2000,7.29,0,0.01,2000,0.45,9.000000000000002,A
23,22004,2000,10.39,0,0.095,2000,0.45,85.5,B
21,23040,2000,13.11,0,0.115,2000,0.45,103.50000000000001,C
22,23587,2000,11.89,1,0.995,2000,0.45,895.5,B
24,24000,2000,10.99,0,0.075,2000,0.45,67.5,B
25,24000,2000,16.59,0,0.215,2000,0.45,193.5,D
21,24000,2000,18.39,1,0.975,2000,0.45,877.5,E
23,29120,6400,8.94,0,0.005,6400,0.45,14.400000000000002,A
23,24000,2000,12.61,0,0.1,2000,0.45,90.00000000000001,C
22,29124,8875,15.68,1,0.92,8875,0.45,3674.2500000000005,E
25,24000,2000,10.38,0,0.095,2000,0.45,85.5,B
23,24000,2000,14.35,0,0.055,2000,0.45,49.5,C
22,24000,2000,13.11,0,0.095,2000,0.45,85.5,C
24,29200,2500,6.76,0,0.045,2500,0.45,50.625,A
24,29232,11000,11.71,1,0.74,11000,0.45,3663.0,B
21,24000,2000,11.14,0,0.035,2000,0.45,31.500000000000007,B
25,29328,10000,7.74,0,0.065,10000,0.45,292.5,A
24,24000,2000,14.61,1,1.0,2000,0.45,900.0,D
24,24000,2000,16.0,1,0.97,2000,0.45,873.0,E
22,24432,2000,11.36,0,0.025,2000,0.45,22.500000000000004,B
24,25000,2000,6.62,0,0.065,2000,0.45,58.5,A
24,25200,2000,14.96,1,0.94,2000,0.45,846.0,D
21,25500,2000,13.47,0,0.115,2000,0.45,103.50000000000001,C
22,29553,6000,7.49,0,0.0,6000,0.45,0.0,A
25,26000,2000,12.99,0,0.025,2000,0.45,22.500000000000004,C
21,29664,5000,13.57,1,0.735,5000,0.45,1653.75,C
23,29666,3000,9.32,0,0.01,3000,0.45,13.500000000000002,A
23,26496,2000,13.61,0,0.31,2000,0.45,279.0,C
23,27600,2000,13.99,1,0.765,2000,0.45,688.5,C
22,28800,2000,8.49,0,0.115,2000,0.45,103.50000000000001,A
26,30000,2000,11.71,1,0.745,2000,0.45,670.5,B
25,30000,2000,12.42,0,0.07,2000,0.45,63.000000000000014,B
21,30000,2000,13.43,0,0.045,2000,0.45,40.5,C
23,29952,4750,14.46,1,0.92,4750,0.45,1966.5000000000002,D
24,30000,2000,7.66,0,0.05,2000,0.45,45.00000000000001,A
24,30000,2000,21.27,1,0.86,2000,0.45,774.0,G
22,29996,5400,12.84,0,0.03,5400,0.45,72.9,C
23,82000,15000,18.25,1,0.85,15000,0.45,5737.5,D
22,70550,15000,16.77,1,0.98,15000,0.45,6615.0,D
25,95000,15000,12.42,0,0.005,15000,0.45,33.75000000000001,B
23,95000,15000,9.88,0,0.015,15000,0.45,101.25,B
23,95000,15000,15.05,0,0.035,15000,0.45,236.25000000000006,D
25,30000,5000,6.03,0,0.005,5000,0.45,11.250000000000002,A
25,30000,6500,14.27,0,0.08,6500,0.45,234.00000000000003,C
22,30000,8000,13.49,0,0.01,8000,0.45,36.00000000000001,C
23,83600,15000,8.49,1,0.725,15000,0.45,4893.75,A
25,96000,15000,8.88,0,0.005,15000,0.45,33.75000000000001,B
26,84000,15000,16.0,1,0.955,15000,0.45,6446.249999999999,D
25,96000,15000,11.58,0,0.015,15000,0.45,101.25,B
25,97440,15000,7.49,0,0.025,15000,0.45,168.75000000000003,A
23,99000,15000,6.99,0,0.02,15000,0.45,135.00000000000003,A
26,100000,15000,13.49,0,0.02,15000,0.45,135.00000000000003,C
21,30000,7125,7.51,1,0.725,7125,0.45,2324.53125,A
24,100000,15000,7.49,0,0.025,15000,0.45,168.75000000000003,A
26,100000,15000,6.99,0,0.015,15000,0.45,101.25,A
24,88000,15000,9.99,1,0.66,15000,0.45,4455.000000000001,B
25,30000,3600,12.42,0,0.16,3600,0.45,259.20000000000005,B
26,100000,15000,14.26,0,0.1,15000,0.45,675.0000000000001,C
24,100000,15000,11.89,0,0.01,15000,0.45,67.50000000000001,B
24,100896,15000,14.42,0,0.105,15000,0.45,708.75,D
24,102000,15000,14.22,0,0.045,15000,0.45,303.75,C
23,30000,5000,6.62,0,0.025,5000,0.45,56.25000000000001,A
24,105000,15000,10.95,0,0.025,15000,0.45,168.75000000000003,B
23,105504,15000,15.95,0,0.03,15000,0.45,202.5,E
21,30000,2400,11.71,0,0.285,2400,0.45,307.8,B
25,108820,15000,9.63,0,0.01,15000,0.45,67.50000000000001,B
24,109000,15000,10.65,0,0.005,15000,0.45,33.75000000000001,B
23,110000,15000,12.18,0,0.03,15000,0.45,202.5,B
24,98000,15000,14.93,1,0.925,15000,0.45,6243.75,E
22,111000,15000,10.62,0,0.02,15000,0.45,135.00000000000003,B
24,118300,15000,12.68,0,0.03,15000,0.45,202.5,C
25,120000,15000,7.51,0,0.01,15000,0.45,67.50000000000001,A
24,120000,15000,10.99,0,0.0,15000,0.45,0.0,A
23,121000,15000,10.99,0,0.02,15000,0.45,135.00000000000003,B
24,122000,15000,11.58,0,0.005,15000,0.45,33.75000000000001,B
25,125000,15000,10.99,0,0.0,15000,0.45,0.0,A
23,30000,4600,7.9,0,0.03,4600,0.45,62.1,A
25,30000,8000,10.65,0,0.04,8000,0.45,144.00000000000003,B
23,125000,15000,12.99,0,0.015,15000,0.45,101.25,C
26,118000,15000,17.58,1,0.905,15000,0.45,6108.75,D
24,123000,15000,15.37,1,0.18,15000,0.45,1215.0,D
22,140000,15000,14.17,0,0.025,15000,0.45,168.75000000000003,C
22,30000,10000,13.49,1,0.9,10000,0.45,4050.0000000000005,C
23,30000,3800,18.64,1,0.95,3800,0.45,1624.5,E
21,30000,15000,7.51,0,0.08,15000,0.45,540.0000000000001,A
26,156000,15000,12.42,0,0.01,15000,0.45,67.50000000000001,B
24,148000,15000,16.82,1,0.865,15000,0.45,5838.75,E
24,200004,15000,10.59,0,0.03,15000,0.45,202.5,B
26,210000,15000,12.99,0,0.08,15000,0.45,540.0000000000001,C
26,30000,6500,6.62,0,0.01,6500,0.45,29.250000000000004,A
25,165000,14950,6.62,0,0.01,14950,0.45,67.275,A
22,33996,14900,15.37,1,0.99,14900,0.45,6637.95,D
24,55000,14900,11.83,0,0.17,14900,0.45,1139.8500000000001,B
22,58900,14900,13.57,0,0.075,14900,0.45,502.87500000000006,C
21,30000,7600,6.03,0,0.05,7600,0.45,171.00000000000003,A
25,31500,14850,8.9,1,1.0,14850,0.45,6682.5,A
25,28800,14800,7.49,1,0.995,14800,0.45,6626.7,A
23,30000,1000,6.62,1,0.71,1000,0.45,319.5,A
23,30000,4375,6.62,0,0.01,4375,0.45,19.687500000000004,A
23,30000,1400,6.03,0,0.09,1400,0.45,56.7,A
25,30000,2000,10.38,0,0.055,2000,0.45,49.5,B
26,30000,2000,11.49,0,0.025,2000,0.45,22.500000000000004,B
25,30000,2000,14.22,0,0.04,2000,0.45,36.00000000000001,C
24,30000,2000,8.07,0,0.015,2000,0.45,13.5,A
24,30972,2000,16.29,1,0.96,2000,0.45,864.0,D
24,31200,2000,14.65,0,0.095,2000,0.45,85.5,C
24,30000,17000,11.99,1,0.275,17000,0.45,2103.75,B
24,32000,2000,10.59,1,0.715,2000,0.45,643.5,B
23,32000,2000,16.49,0,0.16,2000,0.45,144.00000000000003,D
26,32000,2000,11.49,0,0.08,2000,0.45,72.00000000000001,B
22,32000,2000,12.53,1,0.75,2000,0.45,675.0,B
24,32640,2000,10.0,1,0.72,2000,0.45,648.0,B
23,30000,13000,10.99,0,0.04,13000,0.45,234.00000000000003,B
23,33000,2000,6.03,0,0.045,2000,0.45,40.5,A
21,33000,2000,12.61,1,0.9,2000,0.45,810.0,C
22,33000,2000,10.99,0,0.045,2000,0.45,40.5,A
24,40000,2000,11.99,0,0.08,2000,0.45,72.00000000000001,B
24,40000,2000,10.99,0,0.015,2000,0.45,13.5,B
21,40000,2000,14.72,0,0.025,2000,0.45,22.500000000000004,C
22,50400,2000,10.99,0,0.005,2000,0.45,4.500000000000001,B
25,50450,2000,9.88,0,0.025,2000,0.45,22.500000000000004,B
24,53000,2000,10.36,0,0.135,2000,0.45,121.50000000000001,B
24,53117,2000,13.79,0,0.035,2000,0.45,31.500000000000007,C
23,55000,2000,7.49,0,0.01,2000,0.45,9.000000000000002,A
25,30000,7000,10.99,0,0.065,7000,0.45,204.75,D
24,56496,2000,9.32,0,0.03,2000,0.45,27.0,A
25,57000,2000,11.36,0,0.045,2000,0.45,40.5,B
26,57450,2000,13.35,0,0.045,2000,0.45,40.5,C
25,58020,2000,6.91,0,0.005,2000,0.45,4.500000000000001,A
22,60000,2000,9.63,0,0.025,2000,0.45,22.500000000000004,B
22,54000,2000,18.3,1,0.88,2000,0.45,792.0,F
21,30000,9000,5.99,0,0.015,9000,0.45,60.75,A
26,61000,2000,7.9,0,0.015,2000,0.45,13.5,A
24,62000,2000,13.49,0,0.03,2000,0.45,27.0,C
22,62000,2000,15.27,0,0.055,2000,0.45,49.5,C
26,62400,2000,12.53,0,0.01,2000,0.45,9.000000000000002,B
24,57996,2000,15.37,1,0.94,2000,0.45,846.0,D
22,65000,2000,14.27,0,0.075,2000,0.45,67.5,C
26,65000,2000,7.51,0,0.025,2000,0.45,22.500000000000004,A
26,67000,2000,10.99,0,0.02,2000,0.45,18.000000000000004,C
23,70000,2000,7.66,0,0.035,2000,0.45,31.500000000000007,A
23,30000,1200,9.67,0,0.03,1200,0.45,16.2,B
22,30000,6000,11.99,0,0.03,6000,0.45,81.0,B
26,70000,2000,12.84,0,0.025,2000,0.45,22.500000000000004,C
22,30000,3000,11.49,0,0.01,3000,0.45,13.500000000000002,B
24,70000,2000,8.7,0,0.03,2000,0.45,27.0,B
22,70028,2000,10.99,0,0.01,2000,0.45,9.000000000000002,B
24,75000,2000,9.99,0,0.18,2000,0.45,162.0,B
22,75000,2000,13.43,0,0.015,2000,0.45,13.5,C
23,75000,2000,5.79,0,0.0,2000,0.45,0.0,A
24,76248,2000,10.99,0,0.03,2000,0.45,27.0,B
21,30000,3000,5.99,0,0.035,3000,0.45,47.250000000000014,A
26,30000,2000,11.99,1,0.785,2000,0.45,706.5,B
22,30000,3000,14.79,0,0.065,3000,0.45,87.75,C
22,30000,13250,10.99,0,0.115,13250,0.45,685.6875000000001,B
23,80000,2000,9.99,0,0.005,2000,0.45,4.500000000000001,B
25,80000,2000,11.49,0,0.0,2000,0.45,0.0,B
23,80004,2000,10.99,0,0.015,2000,0.45,13.5,A
25,89100,2000,13.49,0,0.045,2000,0.45,40.5,C
23,90000,2000,7.88,0,0.03,2000,0.45,27.0,A
21,99996,2000,13.57,0,0.045,2000,0.45,40.5,C
23,100000,2000,10.62,0,0.06,2000,0.45,54.0,B
25,101424,2000,7.29,0,0.02,2000,0.45,18.000000000000004,A
26,108000,2000,16.29,0,0.1,2000,0.45,90.00000000000001,D
23,30000,3800,5.79,0,0.025,3800,0.45,42.75000000000001,A
25,130000,2000,6.99,0,0.045,2000,0.45,40.5,A
22,25000,2050,10.59,0,0.015,2050,0.45,13.8375,B
23,30000,2400,10.99,0,0.05,2400,0.45,54.00000000000001,C
23,10000,2100,12.21,1,0.96,2100,0.45,907.2,B
23,12000,2100,8.94,1,0.845,2100,0.45,798.525,A
22,14400,2100,14.83,1,0.995,2100,0.45,940.275,D
24,15000,2100,13.11,0,0.23,2100,0.45,217.35000000000002,C
22,21600,2100,9.99,0,0.215,2100,0.45,203.175,B
25,23000,2100,13.48,0,0.025,2100,0.45,23.625000000000004,C
22,24000,2100,12.21,0,0.085,2100,0.45,80.32500000000002,B
22,30000,2000,5.42,0,0.005,2000,0.45,4.500000000000001,A
23,33600,2100,10.99,0,0.04,2100,0.45,37.800000000000004,B
22,34560,2100,17.04,1,0.95,2100,0.45,897.75,E
22,40000,2100,6.39,0,0.005,2100,0.45,4.7250000000000005,A
25,44400,2100,17.27,0,0.09,2100,0.45,85.05,D
22,30000,2500,7.29,0,0.015,2500,0.45,16.875,A
23,45000,2100,11.48,0,0.015,2100,0.45,14.175,B
22,52800,2100,6.76,0,0.005,2100,0.45,4.7250000000000005,A
22,60000,2100,14.65,0,0.08,2100,0.45,75.60000000000001,C
22,60000,2100,13.43,0,0.05,2100,0.45,47.25000000000001,C
25,30000,10000,10.99,0,0.03,10000,0.45,135.0,A
24,54000,2100,17.14,1,0.78,2100,0.45,737.1,E
22,30000,7000,7.29,0,0.06,7000,0.45,189.0,A
25,80000,2100,10.99,0,0.02,2100,0.45,18.900000000000002,A
23,87000,2100,10.99,0,0.07,2100,0.45,66.15000000000002,C
24,79050,2100,9.91,1,0.615,2100,0.45,581.175,B
26,110000,2100,7.12,0,0.005,2100,0.45,4.7250000000000005,A
23,30000,10000,7.66,0,0.06,10000,0.45,270.0,A
22,17772,2150,10.99,0,0.07,2150,0.45,67.72500000000001,A
26,57600,2150,15.62,1,0.93,2150,0.45,899.7750000000001,D
22,28800,14000,7.9,1,0.96,14000,0.45,6048.0,A
21,30000,6400,10.99,0,0.01,6400,0.45,28.800000000000004,B
21,30000,14000,10.65,1,0.96,14000,0.45,6048.0,B
24,30000,14000,7.9,1,0.995,14000,0.45,6268.5,A
22,30000,14000,6.99,1,0.955,14000,0.45,6016.499999999999,A
23,30000,14000,11.26,1,1.0,14000,0.45,6300.0,B
22,32000,14000,13.49,1,0.99,14000,0.45,6237.0,C
22,30000,2000,12.61,0,0.03,2000,0.45,27.0,C
22,32000,14000,12.23,1,0.995,14000,0.45,6268.5,C
26,32400,14000,7.51,1,0.985,14000,0.45,6205.5,A
24,32500,14000,14.17,1,0.93,14000,0.45,5859.000000000001,C
22,34000,14000,10.62,1,0.995,14000,0.45,6268.5,B
22,37000,14000,6.92,1,0.985,14000,0.45,6205.5,A
26,37000,14000,9.88,1,1.0,14000,0.45,6300.0,B
23,37148,14000,14.42,1,0.96,14000,0.45,6048.0,D
21,37947,14000,7.9,1,0.985,14000,0.45,6205.5,A
22,39000,14000,10.37,1,0.99,14000,0.45,6237.0,B
26,39900,14000,10.37,1,0.995,14000,0.45,6268.5,B
22,40000,14000,10.99,1,0.965,14000,0.45,6079.5,B
24,40000,14000,6.03,1,0.95,14000,0.45,5985.0,A
22,40000,14000,13.11,1,0.885,14000,0.45,5575.5,C
24,34000,14000,14.61,1,0.995,14000,0.45,6268.5,D
24,30000,10000,12.61,0,0.155,10000,0.45,697.5000000000001,C
21,30000,2000,14.46,0,0.2,2000,0.45,180.00000000000003,D
23,30000,1000,13.72,0,0.435,1000,0.45,195.75,C
22,30000,5000,6.91,0,0.07,5000,0.45,157.50000000000003,A
24,34400,14000,16.0,1,0.99,14000,0.45,6237.0,D
24,30000,15250,6.54,0,0.025,15250,0.45,171.56250000000003,A
22,41000,14000,10.99,1,0.955,14000,0.45,6016.499999999999,A
22,41340,14000,17.49,1,0.99,14000,0.45,6237.0,D
21,12000,2200,10.99,1,0.98,2200,0.45,970.2,C
21,15000,2200,10.99,0,0.23,2200,0.45,227.70000000000002,D
25,15000,2200,7.88,0,0.095,2200,0.45,94.05000000000001,A
21,16200,2200,16.49,1,0.89,2200,0.45,881.1,D
23,24000,2200,15.23,0,0.05,2200,0.45,49.50000000000001,C
23,26004,2200,9.91,1,0.67,2200,0.45,663.3000000000001,B
25,27500,2200,12.53,0,0.03,2200,0.45,29.7,B
22,27996,2200,15.95,1,1.0,2200,0.45,990.0,D
21,35360,2200,7.49,0,0.01,2200,0.45,9.9,A
25,38400,2200,12.69,0,0.065,2200,0.45,64.35000000000001,B
23,30000,12000,16.45,0,0.235,12000,0.45,1269.0,E
23,39000,2200,10.99,0,0.1,2200,0.45,99.00000000000001,B
23,39270,2200,11.72,0,0.05,2200,0.45,49.50000000000001,C
24,30000,4500,14.72,0,0.165,4500,0.45,334.12500000000006,C
26,30000,5000,10.38,0,0.025,5000,0.45,56.25000000000001,B
22,46080,2200,11.99,0,0.0,2200,0.45,0.0,B
22,55000,2200,5.79,0,0.015,2200,0.45,14.85,A
23,30000,8000,7.88,0,0.045,8000,0.45,162.0,A
25,30000,9000,7.51,0,0.035,9000,0.45,141.75000000000003,A
23,75000,2200,7.9,0,0.005,2200,0.45,4.95,A
21,52500,2225,7.66,0,0.03,2225,0.45,30.0375,A
25,30000,6000,14.35,0,0.175,6000,0.45,472.5,C
23,16000,2250,13.49,0,0.42,2250,0.45,425.25,C
24,29140,2250,12.73,0,0.1,2250,0.45,101.25000000000001,C
26,42000,2250,10.38,0,0.015,2250,0.45,15.1875,B
23,14000,2300,15.33,1,0.97,2300,0.45,1003.95,D
25,25920,2300,11.11,0,0.085,2300,0.45,87.97500000000001,B
26,30000,2300,10.99,0,0.015,2300,0.45,15.525,B
21,34416,2300,6.76,0,0.045,2300,0.45,46.575,A
26,36400,2300,7.4,0,0.045,2300,0.45,46.575,A
25,62400,2300,11.71,0,0.075,2300,0.45,77.625,B
22,30000,5000,11.12,0,0.005,5000,0.45,11.250000000000002,B
23,78000,2300,17.58,0,0.29,2300,0.45,300.15000000000003,D
23,30000,5000,10.38,0,0.01,5000,0.45,22.500000000000004,B
22,30000,5000,13.23,0,0.17,5000,0.45,382.50000000000006,C
25,44400,2350,13.98,0,0.11,2350,0.45,116.325,C
24,12000,2400,6.92,1,0.905,2400,0.45,977.4,A
26,30000,4000,7.14,0,0.02,4000,0.45,36.00000000000001,A
23,13000,2400,16.82,1,0.995,2400,0.45,1074.6,E
24,13288,2400,17.27,1,0.905,2400,0.45,977.4,D
24,30000,5000,13.48,1,0.805,5000,0.45,1811.25,C
25,30000,4000,7.14,0,0.025,4000,0.45,45.00000000000001,A
26,16428,2400,12.23,0,0.285,2400,0.45,307.8,C
24,16800,2400,13.98,1,0.42,2400,0.45,453.6,C
26,30000,15000,10.62,0,0.175,15000,0.45,1181.25,B
23,30000,4500,10.62,0,0.05,4500,0.45,101.25000000000001,B
26,18000,2400,13.06,1,0.77,2400,0.45,831.6,C
24,30000,2400,13.11,0,0.05,2400,0.45,54.00000000000001,C
22,30000,3200,13.48,0,0.045,3200,0.45,64.8,C
22,30000,13750,14.22,0,0.15,13750,0.45,928.1250000000001,C
24,20000,2400,15.62,1,1.0,2400,0.45,1080.0,D
22,30000,5500,10.99,0,0.03,5500,0.45,74.25,B
22,21600,2400,16.29,1,1.0,2400,0.45,1080.0,D
23,21600,2400,15.23,1,0.705,2400,0.45,761.4,C
22,21996,2400,12.53,0,0.095,2400,0.45,102.60000000000001,C
22,30000,1750,10.99,0,0.045,1750,0.45,35.4375,B
23,22790,2400,8.94,0,0.01,2400,0.45,10.8,A
25,22800,2400,10.36,0,0.03,2400,0.45,32.4,B
22,30000,5000,11.48,0,0.045,5000,0.45,101.25,B
23,23000,2400,5.99,0,0.02,2400,0.45,21.6,A
21,24000,2400,16.29,0,0.175,2400,0.45,189.0,D
26,25000,2400,15.28,1,0.97,2400,0.45,1047.6,D
23,30000,3000,11.14,0,0.03,3000,0.45,40.5,B
22,25000,2400,13.61,0,0.065,2400,0.45,70.2,C
21,26000,2400,11.58,1,0.67,2400,0.45,723.6000000000001,B
21,26400,2400,14.79,0,0.06,2400,0.45,64.8,C
22,26400,2400,13.92,1,0.935,2400,0.45,1009.8000000000001,C
22,27259,2400,10.59,0,0.02,2400,0.45,21.6,B
25,28000,2400,11.49,0,0.08,2400,0.45,86.4,B
24,28800,2400,14.26,1,0.91,2400,0.45,982.8000000000001,C
21,30000,2400,17.19,1,1.0,2400,0.45,1080.0,D
21,30000,2400,16.49,1,0.96,2400,0.45,1036.8,D
24,30000,2400,13.72,0,0.07,2400,0.45,75.60000000000002,C
25,30720,2400,7.9,0,0.035,2400,0.45,37.80000000000001,A
23,30000,6500,7.74,0,0.055,6500,0.45,160.875,A
23,30720,2400,13.98,1,0.705,2400,0.45,761.4,C
22,32000,2400,11.99,0,0.045,2400,0.45,48.6,B
22,32400,2400,16.77,0,0.21,2400,0.45,226.8,D
22,32995,2400,11.48,0,0.02,2400,0.45,21.6,B
26,30000,15000,13.22,0,0.13,15000,0.45,877.5,C
22,35000,2400,10.99,0,0.04,2400,0.45,43.2,C
25,35000,2400,12.53,0,0.005,2400,0.45,5.4,B
23,30000,12000,8.94,0,0.05,12000,0.45,270.00000000000006,A
21,37800,2400,14.26,0,0.1,2400,0.45,108.00000000000001,C
23,40000,2400,8.9,0,0.035,2400,0.45,37.80000000000001,A
25,40000,2400,5.42,0,0.035,2400,0.45,37.80000000000001,A
24,30000,6000,13.22,0,0.085,6000,0.45,229.50000000000003,C
25,30000,11500,8.59,0,0.08,11500,0.45,414.00000000000006,A
22,40000,2400,12.73,0,0.02,2400,0.45,21.6,C
23,30000,1000,7.4,0,0.09,1000,0.45,40.5,A
21,34000,2400,10.83,1,0.965,2400,0.45,1042.1999999999998,B
24,41300,2400,12.68,0,0.015,2400,0.45,16.2,C
22,41600,2400,12.22,0,0.1,2400,0.45,108.00000000000001,C
24,30000,6000,13.57,0,0.06,6000,0.45,162.0,C
26,30000,3500,8.0,0,0.0,3500,0.45,0.0,A
25,30000,3000,10.99,0,0.01,3000,0.45,13.500000000000002,A
22,30000,5000,11.89,1,0.665,5000,0.45,1496.25,B
26,30000,4000,13.16,0,0.07,4000,0.45,126.00000000000003,C
25,30000,8000,9.32,0,0.005,8000,0.45,18.000000000000004,A
21,30000,4750,9.63,1,0.63,4750,0.45,1346.6250000000002,A
22,43000,2400,10.99,0,0.0,2400,0.45,0.0,B
22,37080,2400,10.65,1,0.645,2400,0.45,696.6,B
25,44000,2400,7.66,0,0.04,2400,0.45,43.2,A
23,44004,2400,14.09,0,0.095,2400,0.45,102.60000000000001,D
24,30000,1000,8.0,0,0.085,1000,0.45,38.25000000000001,A
22,45000,2400,12.18,0,0.08,2400,0.45,86.4,B
26,46000,2400,9.91,0,0.005,2400,0.45,5.4,B
23,47000,2400,13.75,0,0.215,2400,0.45,232.20000000000002,E
22,30000,6600,14.42,0,0.14,6600,0.45,415.80000000000007,D
23,48000,2400,8.49,0,0.02,2400,0.45,21.6,A
23,30000,8000,10.99,1,0.855,8000,0.45,3078.0,D
23,48000,2400,10.59,0,0.015,2400,0.45,16.2,B
24,48000,2400,12.99,0,0.03,2400,0.45,32.4,C
23,49800,2400,11.83,0,0.015,2400,0.45,16.2,B
25,52000,2400,7.88,0,0.03,2400,0.45,32.4,A
22,30000,6950,9.32,0,0.005,6950,0.45,15.637500000000001,A
24,54000,2400,8.0,0,0.04,2400,0.45,43.2,A
26,54500,2400,9.32,0,0.005,2400,0.45,5.4,A
23,56000,2400,8.9,0,0.02,2400,0.45,21.6,A
22,57500,2400,15.23,0,0.105,2400,0.45,113.4,C
25,60000,2400,11.49,0,0.0,2400,0.45,0.0,B
24,54000,2400,13.49,1,0.685,2400,0.45,739.8000000000001,C
26,54000,2400,14.09,1,0.755,2400,0.45,815.4,D
21,30000,14000,9.38,0,0.095,14000,0.45,598.5,A
25,63000,2400,7.14,0,0.015,2400,0.45,16.2,A
23,63300,2400,7.9,0,0.015,2400,0.45,16.2,A
22,66000,2400,7.4,0,0.01,2400,0.45,10.8,A
26,67000,2400,12.99,0,0.045,2400,0.45,48.6,C
26,70000,2400,10.99,0,0.09,2400,0.45,97.2,C
24,30000,5000,10.71,0,0.07,5000,0.45,157.50000000000003,B
24,95000,2400,5.99,0,0.005,2400,0.45,5.4,A
26,95000,2400,10.99,0,0.0,2400,0.45,0.0,A
25,87999,2400,14.79,1,0.66,2400,0.45,712.8000000000001,C
23,36000,2425,8.49,0,0.065,2425,0.45,70.93125,A
26,16000,2450,10.99,1,0.9,2450,0.45,992.2500000000001,D
22,24000,2450,7.9,0,0.04,2450,0.45,44.10000000000001,A
21,10800,2500,8.88,1,0.97,2500,0.45,1091.25,B
24,12600,2500,13.11,1,0.955,2500,0.45,1074.375,C
23,95000,13600,11.11,0,0.0,13600,0.45,0.0,B
24,31000,13500,13.43,1,0.97,13500,0.45,5892.75,C
21,38000,13500,9.91,1,0.975,13500,0.45,5923.125,B
22,43000,13500,10.95,1,0.97,13500,0.45,5892.75,B
23,45312,13500,7.88,0,0.08,13500,0.45,486.00000000000006,A
26,30200,9200,10.99,0,0.005,9200,0.45,20.700000000000003,B
25,30200,15000,10.2,0,0.085,15000,0.45,573.7500000000001,B
23,51000,13500,12.23,0,0.06,13500,0.45,364.5,C
23,30280,5800,7.29,0,0.03,5800,0.45,78.3,A
22,30288,6000,12.73,0,0.05,6000,0.45,135.00000000000003,C
22,30288,5000,19.47,1,0.765,5000,0.45,1721.25,F
24,30300,5000,7.74,0,0.065,5000,0.45,146.25,A
25,53000,13500,6.99,0,0.06,13500,0.45,364.5,A
24,57000,13500,6.92,0,0.015,13500,0.45,91.125,A
24,57772,13500,13.99,0,0.065,13500,0.45,394.875,C
25,60000,13500,7.49,0,0.035,13500,0.45,212.62500000000006,A
